cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
New York-Spokane,3502863.975,11016,55,0,3443,5,0,2765,10,0,1867,10,0,3203,2,0,3453,29,0,4152,14,0,2765,5,0,3510,6,0,1429,2,0,1127,1,0,1273,5,0,975,2,0,892,9,0,579,0,0,913,4,0,89,1,0,43450,127,34
New York-Birmingham,1387344.346,11016,79,0,3443,7,0,2765,9,0,1867,1,0,3203,17,0,3453,39,0,4152,49,0,2765,5,0,3510,46,0,1429,2,0,1127,10,0,1273,7,0,975,2,0,892,1,0,579,2,0,913,10,0,89,6,0,43450,211,68
Los Angeles-Chicago,2807109.989,8136,4838,524,1169,803,85,2374,2231,515,522,415,31,1584,1672,240,901,739,109,1697,1088,95,1369,878,95,974,1838,133,228,81,8,324,319,16,493,535,36,236,360,24,1489,376,43,182,90,6,320,323,18,92,173,3,17049,13367,1616
Los Angeles-Houston,2208733.387,8136,1288,143,1169,199,18,2374,1460,367,522,253,27,1584,457,34,901,228,33,1697,538,55,1369,314,17,974,320,15,228,93,4,324,136,13,493,134,7,236,77,3,1489,116,16,182,21,2,320,76,1,92,27,1,17049,4650,669
Los Angeles-Philadelphia,3847754.508,8136,1546,163,1169,259,24,2374,1335,344,522,91,6,1584,377,58,901,226,40,1697,329,47,1369,214,28,974,493,29,228,58,3,324,122,8,493,95,14,236,102,4,1489,99,10,182,86,5,320,148,13,92,17,0,17049,4549,705
Los Angeles-Phoenix,574905.0275,8136,2097,154,1169,370,26,2374,744,126,522,160,17,1584,478,31,901,257,20,1697,248,13,1369,312,7,974,239,15,228,52,8,324,63,2,493,123,4,236,193,5,1489,343,42,182,24,3,320,61,1,92,56,0,17049,4740,383
Los Angeles-San Antonio,1935928.287,8136,113,12,1169,112,9,2374,398,186,522,47,5,1584,41,5,901,49,10,1697,88,4,1369,32,2,974,100,14,228,21,0,324,25,1,493,40,0,236,5,1,1489,21,0,182,8,0,320,16,1,92,1,0,17049,903,231
Los Angeles-San Diego,179611.0899,8136,673,119,1169,148,33,2374,686,104,522,178,36,1584,219,51,901,135,28,1697,175,36,1369,290,19,974,122,21,228,92,51,324,150,8,493,103,12,236,69,6,1489,116,9,182,11,1,320,45,4,92,7,2,17049,2457,421
Los Angeles-Dallas,1994219.373,8136,1316,145,1169,210,26,2374,1449,305,522,139,13,1584,377,43,901,157,27,1697,338,32,1369,238,33,974,338,27,228,61,2,324,160,2,493,85,9,236,61,1,1489,245,40,182,28,1,320,74,4,92,22,0,17049,4292,600
Los Angeles-San Jose,492103.8503,8136,118,20,1169,69,10,2374,598,165,522,43,5,1584,105,15,901,32,7,1697,69,12,1369,239,13,974,32,6,228,35,4,324,12,0,493,15,3,236,20,0,1489,9,0,182,1,0,320,15,1,92,1,0,17049,1236,261
Los Angeles-Austin,1973751.536,8136,1947,126,1169,470,22,2374,1231,57,522,159,3,1584,445,13,901,263,15,1697,359,14,1369,470,19,974,271,6,228,44,2,324,136,2,493,186,5,236,174,7,1489,166,26,182,31,2,320,87,3,92,301,1,17049,5321,251
Los Angeles-Jacksonville,3723240.806,8136,54,7,1169,18,2,2374,319,16,522,5,1,1584,22,1,901,13,3,1697,46,3,1369,12,1,974,44,3,228,6,2,324,5,0,493,7,0,236,3,0,1489,2,1,182,5,0,320,3,0,92,1,0,17049,532,33
Los Angeles-San Francisco,559748.2862,8136,2967,417,1169,902,122,2374,1116,174,522,542,67,1584,1150,173,901,621,81,1697,588,95,1369,2436,156,974,505,80,228,119,31,324,319,30,493,262,28,236,186,8,1489,225,36,182,36,12,320,165,21,92,47,4,17049,9266,1150
Los Angeles-Indianapolis,2909400.692,8136,151,19,1169,21,2,2374,733,52,522,15,1,1584,53,3,901,31,3,1697,70,5,1369,34,2,974,74,5,228,10,2,324,16,0,493,16,1,236,10,0,1489,3,1,182,5,0,320,17,1,92,4,0,17049,1078,81
Los Angeles-Columbus,2927778.286,8136,439,29,1169,185,7,2374,439,110,522,43,2,1584,84,2,901,65,12,1697,59,1,1369,105,1,974,156,8,228,15,0,324,31,0,493,25,1,236,36,1,1489,36,1,182,7,0,320,74,3,92,8,0,17049,1528,189
Los Angeles-Fort Worth,1945420.772,8136,80,10,1169,16,2,2374,37,3,522,22,3,1584,53,7,901,12,5,1697,67,2,1369,19,0,974,51,4,228,14,2,324,25,0,493,18,1,236,5,0,1489,1,0,182,9,0,320,10,0,92,0,0,17049,313,27
Los Angeles-Charlotte,3407587.414,8136,4529,138,1169,1052,23,2374,755,100,522,144,0,1584,463,16,901,696,8,1697,447,11,1369,328,10,974,245,4,228,32,0,324,263,4,493,114,2,236,539,4,1489,434,18,182,39,0,320,95,1,92,259,1,17049,8326,275
Los Angeles-Seattle,1547033.791,8136,1317,131,1169,349,42,2374,1353,281,522,288,19,1584,651,98,901,270,40,1697,369,38,1369,762,37,974,196,31,228,41,6,324,187,9,493,154,24,236,73,3,1489,84,6,182,19,2,320,67,2,92,24,0,17049,4962,640
Los Angeles-Denver,1337014.847,8136,420,44,1169,175,10,2374,765,161,522,92,8,1584,207,29,901,163,20,1697,222,24,1369,128,10,974,648,35,228,31,1,324,69,5,493,74,11,236,45,1,1489,32,8,182,24,2,320,42,2,92,16,2,17049,2612,309
Los Angeles-El Paso,1130802.653,8136,63,10,1169,35,5,2374,17,1,522,12,0,1584,10,2,901,43,5,1697,106,8,1369,6,0,974,34,2,228,6,0,324,18,0,493,12,1,236,5,1,1489,2,0,182,10,1,320,5,0,92,0,0,17049,274,27
Los Angeles-Detroit,3188937.855,8136,1543,166,1169,196,18,2374,1004,257,522,124,11,1584,875,67,901,274,39,1697,265,27,1369,202,23,974,363,13,228,38,4,324,46,2,493,257,12,236,68,4,1489,79,8,182,36,3,320,67,1,92,24,0,17049,4543,564
Los Angeles-Washington,3696137.218,8136,3658,555,1169,889,78,2374,602,316,522,1431,84,1584,2015,226,901,1668,149,1697,2114,210,1369,1472,131,974,4176,409,228,327,38,324,692,30,493,1684,173,236,602,17,1489,293,77,182,293,13,320,724,44,92,221,18,17049,22862,1881
Los Angeles-Boston,4174276.904,8136,2394,221,1169,585,40,2374,1714,439,522,239,12,1584,1167,113,901,526,46,1697,964,77,1369,914,66,974,890,63,228,128,5,324,421,14,493,418,36,236,417,11,1489,270,39,182,149,5,320,279,15,92,166,3,17049,8910,988
Los Angeles-Memphis,2577747.512,8136,902,87,1169,132,13,2374,580,130,522,15,0,1584,55,6,901,66,6,1697,92,6,1369,33,1,974,64,7,228,12,0,324,20,0,493,21,3,236,15,1,1489,57,4,182,16,1,320,26,2,92,2,0,17049,1832,249
Los Angeles-Nashville,2862296.731,8136,1106,111,1169,118,15,2374,106,22,522,24,0,1584,59,3,901,56,7,1697,60,4,1369,49,7,974,110,1,228,10,0,324,27,1,493,17,2,236,19,1,1489,38,4,182,4,0,320,22,2,92,3,0,17049,1580,156
Los Angeles-Portland,4232922.329,8136,803,58,1169,528,31,2374,762,214,522,201,14,1584,317,20,901,202,12,1697,161,10,1369,189,7,974,127,7,228,47,3,324,50,4,493,115,13,236,83,2,1489,32,6,182,47,2,320,22,3,92,72,0,17049,2969,380
Los Angeles-Oklahoma City,1898640.093,8136,76,14,1169,16,5,2374,272,169,522,18,0,1584,22,3,901,26,4,1697,117,7,1369,13,3,974,54,1,228,21,0,324,9,0,493,38,6,236,3,0,1489,4,1,182,6,4,320,24,2,92,0,0,17049,588,202
Los Angeles-Las Vegas,368015.4004,8136,2046,262,1169,630,77,2374,1254,117,522,107,15,1584,626,87,901,262,31,1697,350,86,1369,718,28,974,418,28,228,39,6,324,65,13,493,87,10,236,42,3,1489,207,41,182,675,89,320,55,1,92,65,1,17049,5647,634
Los Angeles-Baltimore,3729399.5,8136,1095,79,1169,131,13,2374,748,131,522,43,3,1584,152,30,901,213,25,1697,451,33,1369,154,13,974,193,13,228,46,2,324,119,2,493,78,9,236,57,4,1489,46,5,182,36,2,320,32,4,92,25,0,17049,2903,301
Los Angeles-Louisville,2941736.38,8136,128,19,1169,26,2,2374,183,17,522,16,1,1584,26,6,901,23,3,1697,28,5,1369,17,0,974,53,4,228,6,0,324,17,1,493,5,2,236,13,1,1489,8,0,182,7,0,320,18,2,92,2,0,17049,443,48
Los Angeles-Milwaukee,2805602.401,8136,170,16,1169,38,1,2374,279,159,522,21,2,1584,63,16,901,35,3,1697,75,8,1369,26,1,974,139,7,228,5,0,324,9,0,493,11,2,236,16,0,1489,5,0,182,3,0,320,27,4,92,2,1,17049,762,201
Los Angeles-Albuquerque,1072373.133,8136,169,20,1169,42,7,2374,39,3,522,28,3,1584,22,5,901,18,2,1697,44,5,1369,26,1,974,37,2,228,15,3,324,12,1,493,12,1,236,3,0,1489,8,3,182,7,1,320,6,1,92,2,0,17049,377,42
Los Angeles-Tucson,711665.8247,8136,95,10,1169,37,7,2374,119,12,522,19,3,1584,15,2,901,42,4,1697,180,9,1369,44,5,974,140,2,228,4,1,324,13,1,493,21,4,236,9,1,1489,8,1,182,2,0,320,21,1,92,0,0,17049,571,46
Los Angeles-Fresno,330476.7879,8136,32,3,1169,15,2,2374,8,3,522,21,4,1584,14,5,901,17,3,1697,20,5,1369,5,0,974,6,0,228,15,3,324,4,0,493,7,0,236,3,0,1489,2,0,182,0,0,320,3,0,92,1,0,17049,120,22
Los Angeles-Sacramento,582334.8992,8136,129,29,1169,51,3,2374,185,105,522,71,25,1584,103,30,901,59,9,1697,95,30,1369,31,6,974,105,38,228,42,20,324,20,4,493,24,3,236,11,1,1489,10,3,182,8,2,320,15,2,92,4,1,17049,711,236
Los Angeles-Kansas City,2177985.122,8136,271,53,1169,52,11,2374,855,196,522,18,1,1584,89,11,901,50,6,1697,81,9,1369,30,2,974,80,7,228,4,0,324,17,0,493,17,1,236,14,0,1489,7,2,182,8,2,320,25,3,92,1,0,17049,1469,296
Los Angeles-Long Beach,31749.63434,8136,132,34,1169,95,12,2374,41,9,522,22,8,1584,30,8,901,16,8,1697,28,15,1369,27,4,974,21,10,228,17,9,324,9,3,493,13,6,236,3,0,1489,7,4,182,4,1,320,5,0,92,1,0,17049,354,95
Los Angeles-Mesa,597738.1655,8136,49,7,1169,56,2,2374,18,4,522,31,3,1584,9,1,901,6,1,1697,10,0,1369,18,0,974,23,1,228,7,3,324,2,0,493,7,1,236,2,0,1489,5,1,182,3,1,320,5,0,92,0,0,17049,199,21
Los Angeles-Atlanta,3113817.245,8136,960,121,1169,191,19,2374,1354,274,522,92,11,1584,340,44,901,248,29,1697,293,27,1369,187,14,974,253,21,228,46,5,324,184,5,493,86,15,236,83,1,1489,79,10,182,51,4,320,71,3,92,17,0,17049,3613,493
Los Angeles-Colorado Springs,1312834.585,8136,22,0,1169,6,0,2374,20,2,522,8,0,1584,7,3,901,12,3,1697,50,3,1369,13,0,974,51,1,228,21,0,324,14,1,493,13,0,236,5,1,1489,1,0,182,3,1,320,17,2,92,0,0,17049,191,11
Los Angeles-Virginia Beach,3814207.902,8136,25,5,1169,4,1,2374,9,3,522,2,0,1584,2,1,901,0,0,1697,8,0,1369,0,0,974,16,0,228,7,0,324,0,0,493,4,1,236,0,0,1489,3,0,182,0,0,320,1,0,92,0,0,17049,64,8
Los Angeles-Raleigh,3595733.292,8136,275,16,1169,143,2,2374,171,2,522,25,0,1584,55,2,901,55,1,1697,42,4,1369,30,0,974,52,2,228,7,1,324,10,0,493,15,0,236,43,0,1489,7,0,182,8,0,320,14,1,92,6,0,17049,750,26
Los Angeles-Omaha,2110502.251,8136,162,21,1169,43,2,2374,40,5,522,17,0,1584,173,8,901,21,2,1697,34,5,1369,21,3,974,45,1,228,2,0,324,15,0,493,36,0,236,9,0,1489,8,1,182,5,0,320,6,0,92,5,0,17049,497,37
Los Angeles-Miami,3762980.809,8136,1846,175,1169,620,52,2374,2090,368,522,154,10,1584,475,66,901,210,24,1697,542,60,1369,302,24,974,544,39,228,117,3,324,92,5,493,195,12,236,55,3,1489,122,21,182,57,7,320,61,8,92,39,0,17049,6138,725
Los Angeles-Oakland,553278.2593,8136,238,33,1169,49,4,2374,588,125,522,75,3,1584,115,18,901,108,21,1697,189,43,1369,89,7,974,63,16,228,18,7,324,30,4,493,123,19,236,20,0,1489,33,4,182,7,1,320,22,4,92,4,0,17049,1421,249
Los Angeles-Minneapolis,2451222.32,8136,407,50,1169,64,7,2374,60,11,522,51,5,1584,117,18,901,57,5,1697,98,14,1369,61,6,974,135,7,228,29,2,324,32,1,493,55,10,236,14,1,1489,37,3,182,13,0,320,36,4,92,5,0,17049,961,103
Los Angeles-Tulsa,2035404.212,8136,102,19,1169,14,3,2374,37,3,522,4,0,1584,14,1,901,8,1,1697,38,3,1369,6,1,974,9,0,228,8,0,324,6,0,493,3,1,236,7,1,1489,1,0,182,3,0,320,6,1,92,1,0,17049,221,32
Los Angeles-Wichita,1924628.232,8136,237,26,1169,22,1,2374,107,7,522,14,2,1584,9,0,901,9,3,1697,41,4,1369,14,0,974,22,1,228,3,0,324,15,0,493,5,1,236,4,0,1489,4,1,182,2,0,320,3,0,92,1,0,17049,453,40
Los Angeles-New Orleans,2689661.957,8136,1602,135,1169,280,34,2374,633,124,522,300,18,1584,204,19,901,199,26,1697,271,42,1369,104,8,974,347,20,228,408,13,324,76,0,493,59,5,236,60,3,1489,83,12,182,15,1,320,61,5,92,18,0,17049,3777,381
Los Angeles-Arlington,1966336.814,8136,126,11,1169,55,2,2374,148,12,522,21,0,1584,47,3,901,38,1,1697,46,1,1369,27,2,974,92,5,228,8,0,324,7,0,493,81,2,236,12,0,1489,17,2,182,4,0,320,19,1,92,13,0,17049,562,32
Los Angeles-Cleveland,3045384.08,8136,654,86,1169,169,5,2374,854,252,522,61,3,1584,265,17,901,272,15,1697,479,26,1369,89,8,974,255,9,228,13,0,324,91,0,493,44,5,236,84,5,1489,39,7,182,46,0,320,33,5,92,94,1,17049,2871,388
Los Angeles-Bakersfield,163265.3831,8136,35,7,1169,6,1,2374,4,0,522,17,4,1584,9,3,901,2,0,1697,17,5,1369,10,2,974,10,5,228,4,1,324,3,1,493,3,0,236,4,0,1489,2,0,182,0,0,320,5,2,92,0,0,17049,101,26
Los Angeles-Tampa,3463398.205,8136,124,6,1169,39,2,2374,678,143,522,30,1,1584,134,16,901,57,2,1697,96,4,1369,33,3,974,383,8,228,24,1,324,18,0,493,76,7,236,10,0,1489,9,1,182,9,1,320,18,1,92,5,0,17049,1453,177
Los Angeles-Aurora,2748567.721,8136,528,15,1169,241,2,2374,47,2,522,129,1,1584,67,0,901,57,1,1697,217,12,1369,155,0,974,78,1,228,19,1,324,25,0,493,33,0,236,42,2,1489,33,3,182,30,0,320,16,1,92,5,0,17049,1337,29
Los Angeles-Anaheim,38824.51487,8136,45,16,1169,11,5,2374,152,81,522,4,1,1584,9,4,901,1,0,1697,12,6,1369,18,4,974,6,1,228,6,4,324,5,0,493,1,1,236,2,1,1489,6,1,182,5,2,320,11,2,92,0,0,17049,251,109
Los Angeles-Santa Ana,48696.71879,8136,25,10,1169,25,3,2374,4,2,522,13,8,1584,9,3,901,11,4,1697,22,5,1369,4,2,974,6,1,228,29,25,324,2,2,493,2,1,236,2,0,1489,6,3,182,4,2,320,3,0,92,0,0,17049,123,50
Los Angeles-Corpus Christi,2104199.107,8136,127,5,1169,18,0,2374,20,0,522,13,1,1584,17,0,901,15,1,1697,59,1,1369,13,1,974,29,0,228,12,0,324,6,0,493,13,0,236,121,0,1489,4,1,182,0,0,320,38,0,92,30,0,17049,362,8
Los Angeles-Riverside,78984.75827,8136,712,35,1169,932,17,2374,1203,6,522,196,11,1584,181,23,901,279,14,1697,133,17,1369,46,4,974,69,6,228,101,9,324,27,1,493,72,3,236,128,1,1489,27,2,182,59,1,320,33,4,92,112,0,17049,3681,117
Los Angeles-St Louis,2555283.03,8136,499,57,1169,109,10,2374,760,177,522,58,1,1584,182,27,901,153,28,1697,412,53,1369,68,9,974,179,16,228,38,2,324,60,1,493,65,9,236,44,1,1489,19,4,182,10,1,320,52,6,92,0,0,17049,2223,320
Los Angeles-Lexington,3052154,8136,178,10,1169,81,4,2374,52,2,522,8,0,1584,38,0,901,17,1,1697,26,1,1369,9,1,974,54,3,228,13,2,324,5,0,493,32,1,236,11,0,1489,0,0,182,4,2,320,10,0,92,7,0,17049,460,24
Los Angeles-Stockton,514029.7879,8136,197,6,1169,105,2,2374,114,9,522,32,2,1584,136,7,901,115,0,1697,53,2,1369,23,0,974,30,4,228,7,0,324,30,0,493,17,0,236,102,2,1489,7,0,182,26,0,320,6,0,92,140,0,17049,907,27
Los Angeles-Pittsburgh,3435212.502,8136,439,37,1169,63,5,2374,709,126,522,84,4,1584,228,11,901,78,4,1697,110,8,1369,130,8,974,194,6,228,9,0,324,84,3,493,44,5,236,47,4,1489,27,2,182,15,0,320,34,4,92,29,0,17049,1876,206
Los Angeles-Saint Paul,2463144.938,8136,51,4,1169,31,0,2374,6,0,522,3,0,1584,6,1,901,8,3,1697,3,0,1369,3,0,974,9,3,228,1,0,324,0,0,493,4,1,236,0,0,1489,1,0,182,0,0,320,31,1,92,4,0,17049,120,7
Los Angeles-Cincinnati,3049327.398,8136,235,30,1169,46,9,2374,770,102,522,34,3,1584,49,4,901,33,6,1697,78,9,1369,52,4,974,100,8,228,9,2,324,33,0,493,9,1,236,19,1,1489,30,2,182,10,0,320,22,4,92,3,0,17049,1330,154
Los Angeles-Henderson,370523.8607,8136,819,34,1169,461,11,2374,3133,29,522,125,2,1584,487,8,901,238,3,1697,133,5,1369,106,0,974,107,4,228,15,1,324,87,2,493,55,1,236,124,1,1489,84,13,182,36,1,320,35,1,92,133,0,17049,5780,98
Los Angeles-Greensboro,3488118.427,8136,12,1,1169,3,1,2374,12,2,522,4,0,1584,8,0,901,13,1,1697,22,2,1369,8,0,974,27,1,228,0,0,324,0,0,493,0,0,236,2,0,1489,0,0,182,0,0,320,4,0,92,0,0,17049,78,5
Los Angeles-Plano,1998737.579,8136,5,1,1169,10,2,2374,10,2,522,4,0,1584,2,0,901,8,0,1697,5,0,1369,8,0,974,5,0,228,3,0,324,4,0,493,1,0,236,0,0,1489,1,0,182,0,0,320,7,0,92,0,0,17049,51,4
Los Angeles-Newark,516980.1895,8136,230,19,1169,121,7,2374,69,13,522,34,0,1584,178,9,901,90,10,1697,132,8,1369,47,1,974,131,4,228,32,1,324,44,0,493,59,5,236,91,3,1489,20,1,182,50,1,320,21,0,92,162,0,17049,1101,63
Los Angeles-Toledo,3140953.843,8136,122,8,1169,50,3,2374,71,14,522,24,1,1584,42,2,901,15,2,1697,20,1,1369,13,1,974,109,6,228,2,0,324,5,0,493,16,0,236,7,0,1489,2,0,182,3,0,320,20,0,92,1,0,17049,409,29
Los Angeles-Lincoln,603819.9321,8136,2093,140,1169,538,14,2374,840,12,522,128,5,1584,280,7,901,353,10,1697,253,9,1369,214,5,974,912,36,228,39,2,324,79,0,493,207,5,236,408,5,1489,363,40,182,54,0,320,246,2,92,228,0,17049,5632,224
Los Angeles-Orlando,3540566.45,8136,1079,63,1169,273,13,2374,755,158,522,80,3,1584,173,21,901,99,6,1697,249,13,1369,93,7,974,191,9,228,27,0,324,39,1,493,63,2,236,41,2,1489,134,16,182,23,0,320,58,2,92,12,0,17049,2731,271
Los Angeles-Chula Vista,190623.487,8136,3,1,1169,1,1,2374,17,4,522,2,0,1584,4,0,901,1,1,1697,2,1,1369,0,0,974,0,0,228,0,0,324,0,0,493,0,0,236,2,0,1489,0,0,182,0,0,320,0,0,92,0,0,17049,26,6
Los Angeles-Jersey City,3934011.329,8136,33,2,1169,10,3,2374,8,2,522,1,0,1584,11,2,901,10,2,1697,12,2,1369,5,0,974,27,1,228,9,1,324,3,0,493,2,0,236,2,0,1489,0,0,182,2,0,320,12,0,92,0,0,17049,103,11
Los Angeles-Chandler,598773.4688,8136,939,132,1169,121,11,2374,486,51,522,32,2,1584,138,20,901,64,7,1697,114,7,1369,77,9,974,36,4,228,2,0,324,16,0,493,76,0,236,41,0,1489,53,10,182,9,0,320,9,0,92,24,0,17049,1916,214
Los Angeles-Fort Wayne,3004161.263,8136,10,1,1169,1,0,2374,5,1,522,1,0,1584,5,0,901,3,0,1697,2,0,1369,1,0,974,8,0,228,1,0,324,2,0,493,2,0,236,2,0,1489,1,0,182,0,0,320,3,0,92,0,0,17049,31,1
Los Angeles-Buffalo,3533760.585,8136,839,73,1169,598,14,2374,470,38,522,160,6,1584,90,9,901,74,5,1697,79,9,1369,94,4,974,77,5,228,36,1,324,37,0,493,43,1,236,45,0,1489,82,12,182,26,2,320,24,0,92,12,0,17049,2291,149
Los Angeles-Durham,3568972.531,8136,998,31,1169,657,8,2374,2450,11,522,279,3,1584,495,4,901,613,5,1697,562,5,1369,182,2,974,111,2,228,64,0,324,303,0,493,150,1,236,1062,11,1489,39,0,182,193,0,320,257,5,92,474,1,17049,7390,65
Los Angeles-St Petersburg,3453458.209,8136,1122,31,1169,242,13,2374,1014,11,522,106,1,1584,309,3,901,85,2,1697,140,3,1369,81,3,974,418,7,228,19,0,324,21,0,493,597,6,236,56,2,1489,43,1,182,10,1,320,72,1,92,35,0,17049,3462,70
Los Angeles-Irvine,58335.9918,8136,918,25,1169,153,5,2374,467,2,522,59,6,1584,98,1,901,111,5,1697,159,9,1369,107,1,974,86,6,228,21,6,324,46,0,493,43,1,236,72,2,1489,86,1,182,4,0,320,25,0,92,169,0,17049,2051,52
Los Angeles-Laredo,1931776.675,8136,14,1,1169,6,1,2374,5,0,522,4,0,1584,0,0,901,20,1,1697,32,2,1369,2,0,974,18,1,228,1,0,324,0,0,493,5,0,236,1,0,1489,0,0,182,0,0,320,1,0,92,0,0,17049,86,6
Los Angeles-Lubbock,1515050.997,8136,110,5,1169,13,1,2374,4,0,522,6,0,1584,4,2,901,7,1,1697,41,0,1369,11,0,974,9,0,228,3,0,324,7,0,493,3,1,236,3,0,1489,17,0,182,0,0,320,0,0,92,10,1,17049,196,7
Los Angeles-Madison,2882744.218,8136,892,101,1169,183,14,2374,795,102,522,53,2,1584,149,10,901,107,7,1697,134,5,1369,205,6,974,231,4,228,15,0,324,61,2,493,55,2,236,55,2,1489,65,6,182,146,14,320,52,0,92,19,0,17049,2456,217
Los Angeles-Gilbert,602709.6424,8136,1948,95,1169,401,8,2374,804,38,522,150,0,1584,281,10,901,231,9,1697,191,5,1369,164,4,974,143,5,228,35,0,324,106,1,493,148,0,236,471,3,1489,109,10,182,24,0,320,128,4,92,193,0,17049,4416,148
Los Angeles-Norfolk,3787092.423,8136,1608,28,1169,1482,8,2374,385,4,522,780,1,1584,488,3,901,593,1,1697,465,3,1369,185,3,974,126,1,228,98,0,324,295,0,493,182,2,236,461,4,1489,126,1,182,160,0,320,90,0,92,413,0,17049,6146,46
Los Angeles-Reno,625568.6716,8136,198,21,1169,48,3,2374,29,0,522,9,1,1584,25,2,901,22,7,1697,30,3,1369,19,1,974,68,2,228,7,1,324,4,0,493,16,1,236,4,1,1489,8,1,182,8,0,320,3,1,92,2,0,17049,406,35
Los Angeles-Winston Salem,3447394.532,8136,19,1,1169,4,0,2374,10,0,522,0,0,1584,4,0,901,5,1,1697,5,0,1369,1,0,974,9,0,228,0,0,324,4,1,493,0,0,236,2,1,1489,0,0,182,0,0,320,3,0,92,0,0,17049,49,3
Los Angeles-Glendale,10103.91352,8136,35,17,1169,20,6,2374,42,10,522,2,1,1584,14,6,901,7,1,1697,20,13,1369,10,2,974,6,1,228,4,1,324,3,3,493,1,0,236,5,1,1489,8,4,182,2,0,320,2,1,92,1,0,17049,130,47
Los Angeles-Hialeah,3750811.245,8136,4,0,1169,3,0,2374,1,0,522,0,0,1584,0,0,901,2,0,1697,5,0,1369,0,0,974,5,0,228,0,0,324,0,0,493,1,0,236,0,0,1489,0,0,182,0,0,320,2,0,92,0,0,17049,17,0
Los Angeles-Garland,2006219.246,8136,918,75,1169,181,7,2374,74,2,522,20,0,1584,34,4,901,36,3,1697,52,3,1369,47,1,974,28,1,228,1,0,324,16,0,493,20,2,236,11,0,1489,104,14,182,3,0,320,31,0,92,26,0,17049,1299,83
Los Angeles-Scottsdale,587789.2133,8136,25,8,1169,17,4,2374,18,4,522,8,0,1584,3,0,901,3,0,1697,13,1,1369,9,0,974,14,1,228,0,0,324,6,0,493,2,0,236,0,0,1489,3,0,182,1,0,320,1,0,92,1,0,17049,92,15
Los Angeles-Irving,1979500.749,8136,807,49,1169,99,2,2374,220,64,522,18,1,1584,109,3,901,43,0,1697,102,7,1369,60,3,974,103,4,228,4,0,324,28,0,493,34,1,236,59,0,1489,51,2,182,4,0,320,160,3,92,31,0,17049,1552,125
Los Angeles-Chesapeake,3788249.553,8136,31,3,1169,22,0,2374,13,3,522,44,1,1584,29,2,901,3,0,1697,3,0,1369,4,0,974,20,1,228,6,0,324,2,0,493,5,0,236,2,0,1489,3,0,182,3,0,320,5,0,92,0,0,17049,142,7
Los Angeles-North Las Vegas,371600.7317,8136,1,1,1169,2,1,2374,0,0,522,1,0,1584,1,0,901,1,0,1697,0,0,1369,0,0,974,1,0,228,1,0,324,0,0,493,0,0,236,0,0,1489,0,0,182,0,0,320,0,0,92,0,0,17049,5,1
Los Angeles-Fremont,515436.8849,8136,22,3,1169,24,2,2374,32,1,522,3,0,1584,20,1,901,10,0,1697,10,1,1369,14,2,974,6,0,228,1,0,324,0,0,493,2,1,236,2,0,1489,1,0,182,0,0,320,1,0,92,0,0,17049,112,7
Los Angeles-Baton Rouge,2574991.149,8136,53,8,1169,7,0,2374,11,1,522,7,1,1584,4,1,901,14,0,1697,24,3,1369,3,1,974,24,1,228,32,0,324,3,0,493,2,0,236,5,0,1489,3,1,182,2,0,320,2,0,92,1,0,17049,160,13
Los Angeles-Richmond,568656.3744,8136,1030,38,1169,588,12,2374,576,15,522,182,3,1584,339,8,901,455,1,1697,258,4,1369,145,3,974,199,5,228,27,1,324,169,0,493,78,0,236,334,3,1489,54,3,182,56,0,320,69,1,92,430,1,17049,3857,82
Los Angeles-Boise,1079273.223,8136,28,5,1169,10,2,2374,24,3,522,6,0,1584,12,1,901,8,1,1697,16,3,1369,7,0,974,11,0,228,5,0,324,0,0,493,5,1,236,3,0,1489,5,1,182,2,0,320,1,0,92,0,0,17049,103,12
Los Angeles-San Bernardino,88173.27494,8136,26,3,1169,13,5,2374,1,1,522,8,3,1584,18,6,901,11,4,1697,95,26,1369,19,0,974,118,5,228,18,12,324,5,2,493,32,4,236,2,1,1489,4,0,182,3,1,320,52,3,92,1,0,17049,286,60
