cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
Riverside-Chula Vista,149048.6883,712,3,0,932,1,0,1203,17,0,196,2,0,181,4,0,279,1,0,133,2,0,46,0,0,69,0,0,101,0,0,27,0,0,72,0,0,128,2,0,27,0,0,59,0,0,33,0,0,112,0,0,3681,26,0
Riverside-Jersey City,3867133.519,712,33,0,932,10,0,1203,8,0,196,1,0,181,11,0,279,10,0,133,12,0,46,5,0,69,27,0,101,9,0,27,3,0,72,2,0,128,2,0,27,0,0,59,2,0,33,12,0,112,0,0,3681,103,0
Riverside-Chandler,519823.6116,712,939,4,932,121,3,1203,486,5,196,32,0,181,138,0,279,64,1,133,114,0,46,77,0,69,36,0,101,2,0,27,16,0,72,76,0,128,41,0,27,53,0,59,9,0,33,9,0,112,24,0,3681,1916,12
Riverside-Fort Wayne,2937939.739,712,10,0,932,1,0,1203,5,0,196,1,0,181,5,0,279,3,0,133,2,0,46,1,0,69,8,0,101,1,0,27,2,0,72,2,0,128,2,0,27,1,0,59,0,0,33,3,0,112,0,0,3681,31,0
Riverside-Buffalo,3469918.604,712,839,5,932,598,19,1203,470,1,196,160,2,181,90,1,279,74,1,133,79,0,46,94,0,69,77,0,101,36,0,27,37,0,72,43,1,128,45,0,27,82,0,59,26,1,33,24,0,112,12,1,3681,2291,26
Riverside-Durham,3496215.592,712,998,19,932,657,22,1203,2450,232,196,279,2,181,495,4,279,613,8,133,562,14,46,182,0,69,111,0,101,64,6,27,303,0,72,150,0,128,1062,3,27,39,0,59,193,11,33,257,0,112,474,3,3681,7390,316
Riverside-St Petersburg,3374902.216,712,1122,2,932,242,8,1203,1014,8,196,106,0,181,309,3,279,85,4,133,140,0,46,81,0,69,418,0,101,19,0,27,21,0,72,597,0,128,56,0,27,43,0,59,10,0,33,72,0,112,35,0,3681,3462,18
Riverside-Irvine,47517.65387,712,918,1,932,153,0,1203,467,2,196,59,2,181,98,2,279,111,1,133,159,4,46,107,0,69,86,0,101,21,4,27,46,0,72,43,0,128,72,0,27,86,1,59,4,1,33,25,0,112,169,0,3681,2051,12
Riverside-Laredo,1853854.95,712,14,0,932,6,0,1203,5,0,196,4,0,181,0,0,279,20,1,133,32,0,46,2,0,69,18,0,101,1,0,27,0,0,72,5,0,128,1,0,27,0,0,59,0,0,33,1,0,112,0,0,3681,86,1
Riverside-Lubbock,1437426.473,712,110,2,932,13,1,1203,4,0,196,6,0,181,4,0,279,7,1,133,41,0,46,11,0,69,9,0,101,3,0,27,7,0,72,3,0,128,3,0,27,17,0,59,0,0,33,0,0,112,10,0,3681,196,2
Riverside-Madison,2807816.367,712,892,7,932,183,6,1203,795,2,196,53,0,181,149,0,279,107,0,133,134,0,46,205,0,69,231,1,101,15,0,27,61,0,72,55,0,128,55,0,27,65,0,59,146,0,33,52,0,112,19,0,3681,2456,13
Riverside-Gilbert,523789.0298,712,1948,14,932,401,12,1203,804,3,196,150,2,181,281,5,279,231,0,133,191,0,46,164,0,69,143,0,101,35,0,27,106,0,72,148,0,128,471,1,27,109,0,59,24,0,33,128,0,112,193,0,3681,4416,29
Riverside-Norfolk,3715513.86,712,1608,10,932,1482,39,1203,385,4,196,780,3,181,488,0,279,593,2,133,465,1,46,185,0,69,126,0,101,98,3,27,295,0,72,182,0,128,461,2,27,126,0,59,160,4,33,90,0,112,413,2,3681,6146,61
Riverside-Reno,657069.8537,712,198,0,932,48,0,1203,29,0,196,9,0,181,25,0,279,22,1,133,30,0,46,19,0,69,68,0,101,7,0,27,4,0,72,16,0,128,4,0,27,8,0,59,8,0,33,3,0,112,2,0,3681,406,1
Riverside-Winston Salem,3374596.091,712,19,0,932,4,0,1203,10,0,196,0,0,181,4,0,279,5,0,133,5,0,46,1,0,69,9,0,101,0,0,27,4,0,72,0,0,128,2,0,27,0,0,59,0,0,33,3,0,112,0,0,3681,49,0
Riverside-Glendale,81973.53343,712,35,2,932,20,1,1203,42,2,196,2,1,181,14,0,279,7,0,133,20,1,46,10,0,69,6,0,101,4,0,27,3,0,72,1,0,128,5,0,27,8,0,59,2,1,33,2,0,112,1,0,3681,130,5
Riverside-Hialeah,3672028.787,712,4,0,932,3,0,1203,1,0,196,0,0,181,0,0,279,2,0,133,5,0,46,0,0,69,5,0,101,0,0,27,0,0,72,1,0,128,0,0,27,0,0,59,0,0,33,2,0,112,0,0,3681,17,0
Riverside-Garland,1928533.749,712,918,10,932,181,5,1203,74,0,196,20,1,181,34,0,279,36,1,133,52,1,46,47,0,69,28,0,101,1,0,27,16,0,72,20,0,128,11,1,27,104,0,59,3,0,33,31,0,112,26,0,3681,1299,19
Riverside-Scottsdale,508971.8005,712,25,2,932,17,2,1203,18,0,196,8,0,181,3,0,279,3,0,133,13,0,46,9,0,69,14,0,101,0,0,27,6,0,72,2,0,128,0,0,27,3,0,59,1,0,33,1,0,112,1,0,3681,92,2
Riverside-Irving,1901701.967,712,807,5,932,99,2,1203,220,1,196,18,0,181,109,0,279,43,0,133,102,1,46,60,0,69,103,0,101,4,0,27,28,0,72,34,0,128,59,0,27,51,0,59,4,0,33,160,1,112,31,1,3681,1552,8
Riverside-Chesapeake,3716585.139,712,31,0,932,22,0,1203,13,0,196,44,0,181,29,0,279,3,0,133,3,0,46,4,0,69,20,0,101,6,0,27,2,0,72,5,0,128,2,0,27,3,0,59,3,0,33,5,0,112,0,0,3681,142,0
Riverside-North Las Vegas,324905.0244,712,1,0,932,2,0,1203,0,0,196,1,0,181,1,0,279,1,0,133,0,0,46,0,0,69,1,0,101,1,0,27,0,0,72,0,0,128,0,0,27,0,0,59,0,0,33,0,0,112,0,0,3681,5,0
Riverside-Fremont,576288.3416,712,22,0,932,24,0,1203,32,0,196,3,0,181,20,0,279,10,0,133,10,0,46,14,0,69,6,0,101,1,0,27,0,0,72,2,0,128,2,0,27,1,0,59,0,0,33,1,0,112,0,0,3681,112,0
Riverside-Baton Rouge,2496507.309,712,53,1,932,7,1,1203,11,0,196,7,0,181,4,1,279,14,0,133,24,0,46,3,0,69,24,0,101,32,1,27,3,0,72,2,0,128,5,0,27,3,1,59,2,0,33,2,0,112,1,0,3681,160,3
Riverside-Richmond,628826.3096,712,1030,13,932,588,25,1203,576,2,196,182,4,181,339,1,279,455,3,133,258,1,46,145,2,69,199,0,101,27,1,27,169,0,72,78,0,128,334,2,27,54,0,59,56,2,33,69,0,112,430,4,3681,3857,51
Riverside-Boise,1080782.906,712,28,0,932,10,0,1203,24,0,196,6,0,181,12,0,279,8,0,133,16,0,46,7,0,69,11,0,101,5,0,27,0,0,72,5,0,128,3,0,27,5,0,59,2,0,33,1,0,112,0,0,3681,103,0
Riverside-San Bernardino,19850.42367,712,26,0,932,13,1,1203,1,0,196,8,1,181,18,3,279,11,2,133,95,15,46,19,0,69,118,2,101,18,0,27,5,1,72,32,0,128,2,0,27,4,0,59,3,0,33,52,3,112,1,0,3681,286,22
Riverside-Spokane,1525683.702,712,55,0,932,5,0,1203,10,0,196,10,0,181,2,0,279,29,0,133,14,0,46,5,0,69,6,0,101,2,0,27,1,0,72,5,0,128,2,0,27,9,0,59,0,0,33,4,0,112,1,0,3681,127,0
Riverside-Birmingham,2821962.639,712,79,0,932,7,0,1203,9,0,196,1,0,181,17,0,279,39,0,133,49,0,46,5,0,69,46,0,101,2,0,27,10,0,72,7,0,128,2,0,27,1,0,59,2,0,33,10,0,112,6,0,3681,211,0
St Louis-Lexington,501530.1247,499,178,0,109,81,1,760,52,1,58,8,0,182,38,0,153,17,0,412,26,0,68,9,0,179,54,0,38,13,0,60,5,0,65,32,0,44,11,0,19,0,0,10,4,0,52,10,0,0,7,0,2223,460,2
St Louis-Stockton,2704423.99,499,197,0,109,105,0,760,114,1,58,32,0,182,136,0,153,115,0,412,53,0,68,23,0,179,30,0,38,7,0,60,30,1,65,17,0,44,102,0,19,7,0,10,26,0,52,6,0,0,140,0,2223,907,1
St Louis-Pittsburgh,898420.5304,499,439,8,109,63,1,760,709,252,58,84,1,182,228,2,153,78,2,412,110,3,68,130,2,179,194,2,38,9,0,60,84,2,65,44,0,44,47,2,19,27,0,10,15,1,52,34,3,0,29,0,2223,1876,284
St Louis-Saint Paul,743888.9816,499,51,0,109,31,1,760,6,0,58,3,0,182,6,0,153,8,0,412,3,0,68,3,0,179,9,0,38,1,0,60,0,0,65,4,0,44,0,0,19,1,0,10,0,0,52,31,0,0,4,0,2223,120,1
St Louis-Cincinnati,495718.7243,499,235,4,109,46,2,760,770,184,58,34,2,182,49,2,153,33,1,412,78,6,68,52,2,179,100,2,38,9,1,60,33,1,65,9,1,44,19,0,19,30,0,10,10,1,52,22,2,0,3,0,2223,1330,215
St Louis-Henderson,2205562.293,499,819,7,109,461,1,760,3133,15,58,125,0,182,487,1,153,238,3,412,133,1,68,106,1,179,107,0,38,15,0,60,87,0,65,55,0,44,124,0,19,84,0,10,36,1,52,35,0,0,133,0,2223,5780,25
St Louis-Greensboro,963235.3662,499,12,1,109,3,1,760,12,1,58,4,0,182,8,1,153,13,0,412,22,1,68,8,1,179,27,1,38,0,0,60,0,0,65,0,0,44,2,0,19,0,0,10,0,0,52,4,0,0,0,0,2223,78,5
St Louis-Plano,856114.4762,499,5,0,109,10,0,760,10,0,58,4,0,182,2,0,153,8,0,412,5,0,68,8,0,179,5,0,38,3,0,60,4,0,65,1,0,44,0,0,19,1,0,10,0,0,52,7,0,0,0,0,2223,51,0
St Louis-Newark,2778786.081,499,230,3,109,121,2,760,69,6,58,34,0,182,178,3,153,90,6,412,132,4,68,47,0,179,131,1,38,32,0,60,44,0,65,59,1,44,91,0,19,20,0,10,50,1,52,21,0,0,162,0,2223,1101,21
St Louis-Toledo,658453.7605,499,122,1,109,50,0,760,71,0,58,24,1,182,42,0,153,15,0,412,20,0,68,13,0,179,109,1,38,2,0,60,5,0,65,16,0,44,7,0,19,2,0,10,3,0,52,20,0,0,1,0,2223,409,3
St Louis-Lincoln,2686038.734,499,2093,8,109,538,2,760,840,7,58,128,0,182,280,1,153,353,5,412,253,4,68,214,0,179,912,4,38,39,0,60,79,0,65,207,1,44,408,0,19,363,0,10,54,1,52,246,1,0,228,0,2223,5632,27
St Louis-Orlando,1387778.253,499,1079,3,109,273,3,760,755,19,58,80,0,182,173,2,153,99,2,412,249,1,68,93,0,179,191,2,38,27,0,60,39,1,65,63,0,44,41,0,19,134,0,10,23,0,52,58,0,0,12,0,2223,2731,26
St Louis-Chula Vista,2511945.97,499,3,0,109,1,0,760,17,0,58,2,0,182,4,0,153,1,0,412,2,0,68,0,0,179,0,0,38,0,0,60,0,0,65,0,0,44,2,0,19,0,0,10,0,0,52,0,0,0,0,0,2223,26,0
St Louis-Jersey City,1398854.497,499,33,0,109,10,0,760,8,0,58,1,1,182,11,0,153,10,0,412,12,0,68,5,0,179,27,0,38,9,0,60,3,0,65,2,0,44,2,0,19,0,0,10,2,0,52,12,0,0,0,0,2223,103,1
St Louis-Chandler,2032259.535,499,939,8,109,121,0,760,486,10,58,32,0,182,138,0,153,64,0,412,114,0,68,77,0,179,36,0,38,2,0,60,16,0,65,76,0,44,41,0,19,53,1,10,9,0,52,9,0,0,24,0,2223,1916,18
St Louis-Fort Wayne,511248.7215,499,10,0,109,1,0,760,5,0,58,1,0,182,5,0,153,3,0,412,2,0,68,1,0,179,8,0,38,1,0,60,2,0,65,2,0,44,2,0,19,1,0,10,0,0,52,3,0,0,0,0,2223,31,0
St Louis-Buffalo,1064667.416,499,839,5,109,598,3,760,470,142,58,160,1,182,90,2,153,74,1,412,79,4,68,94,1,179,77,0,38,36,0,60,37,0,65,43,1,44,45,0,19,82,1,10,26,0,52,24,0,0,12,0,2223,2291,166
St Louis-Durham,1041805.147,499,998,3,109,657,1,760,2450,3,58,279,0,182,495,1,153,613,1,412,562,0,68,182,1,179,111,0,38,64,0,60,303,0,65,150,0,44,1062,0,19,39,0,10,193,1,52,257,1,0,474,0,2223,7390,9
St Louis-St Petersburg,1397172.396,499,1122,2,109,242,2,760,1014,6,58,106,0,182,309,0,153,85,2,412,140,1,68,81,0,179,418,1,38,19,1,60,21,0,65,597,0,44,56,0,19,43,1,10,10,0,52,72,0,0,35,0,2223,3462,13
St Louis-Irvine,2530382.698,499,918,1,109,153,0,760,467,1,58,59,0,182,98,0,153,111,0,412,159,0,68,107,0,179,86,0,38,21,0,60,46,0,65,43,0,44,72,0,19,86,1,10,4,0,52,25,0,0,169,0,2223,2051,2
St Louis-Laredo,1506467.682,499,14,0,109,6,0,760,5,0,58,4,0,182,0,0,153,20,0,412,32,0,68,2,0,179,18,0,38,1,0,60,0,0,65,5,0,44,1,0,19,0,0,10,0,0,52,1,0,0,0,0,2223,86,0
St Louis-Lubbock,1188184.147,499,110,1,109,13,1,760,4,0,58,6,0,182,4,0,153,7,0,412,41,0,68,11,0,179,9,0,38,3,0,60,7,0,65,3,0,44,3,0,19,17,0,10,0,0,52,0,0,0,10,0,2223,196,1
St Louis-Madison,534819.3444,499,892,10,109,183,2,760,795,41,58,53,0,182,149,3,153,107,4,412,134,3,68,205,1,179,231,2,38,15,0,60,61,1,65,55,1,44,55,1,19,65,0,10,146,1,52,52,1,0,19,0,2223,2456,63
St Louis-Gilbert,2025755.59,499,1948,7,109,401,0,760,804,5,58,150,0,182,281,1,153,231,2,412,191,0,68,164,0,179,143,0,38,35,0,60,106,0,65,148,0,44,471,0,19,109,1,10,24,0,52,128,0,0,193,0,2223,4416,13
St Louis-Norfolk,1239446.195,499,1608,7,109,1482,0,760,385,6,58,780,0,182,488,0,153,593,1,412,465,1,68,185,2,179,126,0,38,98,0,60,295,0,65,182,0,44,461,1,19,126,0,10,160,1,52,90,0,0,413,0,2223,6146,15
St Louis-Reno,2549560.023,499,198,3,109,48,1,760,29,0,58,9,1,182,25,0,153,22,1,412,30,0,68,19,0,179,68,1,38,7,0,60,4,1,65,16,0,44,4,0,19,8,0,10,8,0,52,3,1,0,2,0,2223,406,7
St Louis-Winston Salem,924063.0344,499,19,2,109,4,0,760,10,0,58,0,0,182,4,0,153,5,2,412,5,0,68,1,0,179,9,0,38,0,0,60,4,0,65,0,0,44,2,0,19,0,0,10,0,0,52,3,0,0,0,0,2223,49,2
St Louis-Glendale,2552910.506,499,35,1,109,20,0,760,42,7,58,2,0,182,14,0,153,7,0,412,20,1,68,10,0,179,6,0,38,4,1,60,3,0,65,1,0,44,5,0,19,8,0,10,2,0,52,2,0,0,1,0,2223,130,9
St Louis-Hialeah,1698424.425,499,4,0,109,3,0,760,1,0,58,0,0,182,0,0,153,2,0,412,5,0,68,0,0,179,5,0,38,0,0,60,0,0,65,1,0,44,0,0,19,0,0,10,0,0,52,2,0,0,0,0,2223,17,0
St Louis-Garland,861450.7548,499,918,34,109,181,2,760,74,0,58,20,0,182,34,0,153,36,1,412,52,0,68,47,0,179,28,0,38,1,0,60,16,0,65,20,0,44,11,0,19,104,2,10,3,0,52,31,0,0,26,0,2223,1299,36
St Louis-Scottsdale,2031401.74,499,25,1,109,17,1,760,18,0,58,8,0,182,3,0,153,3,0,412,13,0,68,9,0,179,14,0,38,0,0,60,6,0,65,2,0,44,0,0,19,3,0,10,1,0,52,1,0,0,1,0,2223,92,1
St Louis-Irving,888750.2405,499,807,11,109,99,0,760,220,5,58,18,0,182,109,0,153,43,0,412,102,2,68,60,1,179,103,0,38,4,0,60,28,0,65,34,0,44,59,0,19,51,0,10,4,0,52,160,0,0,31,0,2223,1552,17
St Louis-Chesapeake,1241467.135,499,31,1,109,22,0,760,13,1,58,44,0,182,29,1,153,3,0,412,3,0,68,4,0,179,20,0,38,6,0,60,2,0,65,5,0,44,2,0,19,3,0,10,3,0,52,5,0,0,0,0,2223,142,2
St Louis-North Las Vegas,2212856.16,499,1,0,109,2,0,760,0,0,58,1,0,182,1,0,153,1,0,412,0,0,68,0,0,179,1,0,38,1,0,60,0,0,65,0,0,44,0,0,19,0,0,10,0,0,52,0,0,0,0,0,2223,5,0
St Louis-Fremont,2773886.999,499,22,0,109,24,0,760,32,0,58,3,0,182,20,0,153,10,0,412,10,0,68,14,0,179,6,0,38,1,0,60,0,0,65,2,0,44,2,0,19,1,0,10,0,0,52,1,0,0,0,0,2223,112,0
St Louis-Baton Rouge,913404.6747,499,53,2,109,7,2,760,11,2,58,7,1,182,4,0,153,14,0,412,24,0,68,3,0,179,24,0,38,32,5,60,3,0,65,2,0,44,5,0,19,3,0,10,2,0,52,2,0,0,1,0,2223,160,10
St Louis-Richmond,2795839.094,499,1030,2,109,588,1,760,576,3,58,182,0,182,339,0,153,455,1,412,258,0,68,145,0,179,199,2,38,27,0,60,169,0,65,78,0,44,334,0,19,54,0,10,56,0,52,69,0,0,430,0,2223,3857,9
St Louis-Boise,2241071.678,499,28,1,109,10,0,760,24,7,58,6,0,182,12,0,153,8,0,412,16,0,68,7,0,179,11,1,38,5,0,60,0,0,65,5,0,44,3,0,19,5,0,10,2,0,52,1,0,0,0,0,2223,103,8
St Louis-San Bernardino,2470345.58,499,26,1,109,13,0,760,1,0,58,8,0,182,18,1,153,11,0,412,95,1,68,19,0,179,118,0,38,18,0,60,5,0,65,32,0,44,2,1,19,4,0,10,3,0,52,52,3,0,1,0,2223,286,4
St Louis-Spokane,2412717.937,499,55,0,109,5,0,760,10,0,58,10,0,182,2,0,153,29,0,412,14,0,68,5,0,179,6,0,38,2,0,60,1,0,65,5,0,44,2,0,19,9,0,10,0,0,52,4,0,0,1,0,2223,127,2
St Louis-Birmingham,645261.9932,499,79,0,109,7,0,760,9,0,58,1,0,182,17,0,153,39,0,412,49,0,68,5,0,179,46,0,38,2,0,60,10,0,65,7,0,44,2,0,19,1,0,10,2,0,52,10,0,0,6,0,2223,211,8
Lexington-Stockton,3205532.307,178,197,0,81,105,1,52,114,0,8,32,0,38,136,0,17,115,0,26,53,0,9,23,0,54,30,0,13,7,0,5,30,0,32,17,0,11,102,0,0,7,0,4,26,0,10,6,0,7,140,0,460,907,1
Lexington-Pittsburgh,471520.4119,178,439,2,81,63,0,52,709,2,8,84,0,38,228,1,17,78,0,26,110,0,9,130,0,54,194,0,13,9,0,5,84,1,32,44,0,11,47,0,0,27,0,4,15,0,10,34,0,7,29,0,460,1876,5
Lexington-Saint Paul,1049872.196,178,51,0,81,31,0,52,6,0,8,3,0,38,6,0,17,8,0,26,3,0,9,3,0,54,9,0,13,1,0,5,0,0,32,4,0,11,0,0,0,1,0,4,0,0,10,31,0,7,4,0,460,120,0
Lexington-Cincinnati,118283.0068,178,235,1,81,46,0,52,770,2,8,34,0,38,49,0,17,33,0,26,78,1,9,52,0,54,100,0,13,9,1,5,33,0,32,9,0,11,19,0,0,30,0,4,10,0,10,22,0,7,3,0,460,1330,4
Lexington-Henderson,2705208.801,178,819,4,81,461,6,52,3133,1,8,125,0,38,487,0,17,238,0,26,133,0,9,106,0,54,107,1,13,15,0,5,87,0,32,55,0,11,124,0,0,84,0,4,36,0,10,35,0,7,133,0,460,5780,9
Lexington-Greensboro,472353.7034,178,12,0,81,3,0,52,12,1,8,4,0,38,8,0,17,13,0,26,22,0,9,8,0,54,27,0,13,0,0,5,0,0,32,0,0,11,2,0,0,0,0,4,0,0,10,4,0,7,0,0,460,78,1
Lexington-Plano,1236693.252,178,5,0,81,10,0,52,10,0,8,4,0,38,2,0,17,8,0,26,5,0,9,8,0,54,5,0,13,3,0,5,4,0,32,1,0,11,0,0,0,1,0,4,0,0,10,7,0,7,0,0,460,51,0
Lexington-Newark,3280096.625,178,230,0,81,121,1,52,69,1,8,34,0,38,178,2,17,90,0,26,132,0,9,47,0,54,131,1,13,32,1,5,44,0,32,59,0,11,91,0,0,20,0,4,50,0,10,21,0,7,162,0,460,1101,6
Lexington-Toledo,411406.0764,178,122,0,81,50,1,52,71,0,8,24,0,38,42,2,17,15,0,26,20,0,9,13,0,54,109,0,13,2,0,5,5,0,32,16,0,11,7,0,0,2,0,4,3,0,10,20,0,7,1,0,460,409,3
Lexington-Lincoln,3186078.619,178,2093,3,81,538,3,52,840,2,8,128,0,38,280,0,17,353,1,26,253,0,9,214,0,54,912,4,13,39,0,5,79,0,32,207,0,11,408,0,0,363,0,4,54,0,10,246,0,7,228,0,460,5632,10
Lexington-Orlando,1096808.789,178,1079,1,81,273,0,52,755,0,8,80,0,38,173,1,17,99,0,26,249,0,9,93,0,54,191,1,13,27,0,5,39,0,32,63,0,11,41,0,0,134,0,4,23,0,10,58,0,7,12,0,460,2731,3
Lexington-Chula Vista,3002939.729,178,3,0,81,1,0,52,17,0,8,2,0,38,4,0,17,1,0,26,2,0,9,0,0,54,0,0,13,0,0,5,0,0,32,0,0,11,2,0,0,0,0,4,0,0,10,0,0,7,0,0,460,26,0
Lexington-Jersey City,944920.491,178,33,0,81,10,1,52,8,0,8,1,0,38,11,0,17,10,0,26,12,0,9,5,0,54,27,1,13,9,0,5,3,0,32,2,0,11,2,0,0,0,0,4,2,0,10,12,0,7,0,0,460,103,2
Lexington-Chandler,2518040.742,178,939,3,81,121,0,52,486,1,8,32,0,38,138,1,17,64,0,26,114,0,9,77,0,54,36,0,13,2,1,5,16,0,32,76,1,11,41,0,0,53,0,4,9,0,10,9,0,7,24,0,460,1916,5
Lexington-Fort Wayne,342632.7759,178,10,0,81,1,0,52,5,0,8,1,0,38,5,0,17,3,0,26,2,0,9,1,0,54,8,0,13,1,0,5,2,0,32,2,0,11,2,0,0,1,0,4,0,0,10,3,0,7,0,0,460,31,0
Lexington-Buffalo,719357.6927,178,839,7,81,598,1,52,470,1,8,160,0,38,90,2,17,74,0,26,79,0,9,94,0,54,77,0,13,36,2,5,37,0,32,43,0,11,45,0,0,82,0,4,26,1,10,24,0,7,12,0,460,2291,10
Lexington-Durham,547688.6678,178,998,1,81,657,3,52,2450,1,8,279,0,38,495,0,17,613,0,26,562,1,9,182,0,54,111,1,13,64,1,5,303,0,32,150,0,11,1062,0,0,39,0,4,193,0,10,257,1,7,474,0,460,7390,6
Lexington-St Petersburg,1156091.993,178,1122,0,81,242,0,52,1014,0,8,106,0,38,309,0,17,85,0,26,140,0,9,81,0,54,418,2,13,19,0,5,21,0,32,597,0,11,56,0,0,43,0,4,10,0,10,72,0,7,35,0,460,3462,2
Lexington-Irvine,3025832.028,178,918,2,81,153,0,52,467,1,8,59,0,38,98,0,17,111,0,26,159,0,9,107,0,54,86,0,13,21,0,5,46,0,32,43,0,11,72,0,0,86,0,4,4,0,10,25,0,7,169,0,460,2051,2
Lexington-Laredo,1821441.372,178,14,0,81,6,0,52,5,0,8,4,0,38,0,0,17,20,0,26,32,0,9,2,0,54,18,0,13,1,0,5,0,0,32,5,0,11,1,0,0,0,0,4,0,0,10,1,0,7,0,0,460,86,0
Lexington-Lubbock,1640388.57,178,110,0,81,13,0,52,4,0,8,6,0,38,4,0,17,7,0,26,41,0,9,11,0,54,9,0,13,3,0,5,7,0,32,3,0,11,3,0,0,17,0,4,0,0,10,0,0,7,10,0,460,196,0
Lexington-Madison,422845.3926,178,892,4,81,183,1,52,795,2,8,53,0,38,149,0,17,107,0,26,134,0,9,205,0,54,231,1,13,15,0,5,61,0,32,55,1,11,55,0,0,65,0,4,146,1,10,52,0,7,19,0,460,2456,6
Lexington-Gilbert,2511708.767,178,1948,2,81,401,2,52,804,1,8,150,0,38,281,0,17,231,0,26,191,0,9,164,0,54,143,0,13,35,0,5,106,0,32,148,0,11,471,0,0,109,0,4,24,0,10,128,0,7,193,0,460,4416,7
Lexington-Norfolk,738008.3533,178,1608,3,81,1482,2,52,385,0,8,780,0,38,488,0,17,593,0,26,465,0,9,185,0,54,126,0,13,98,0,5,295,0,32,182,0,11,461,0,0,126,0,4,160,0,10,90,0,7,413,0,460,6146,5
Lexington-Reno,3048803.643,178,198,0,81,48,0,52,29,0,8,9,0,38,25,0,17,22,0,26,30,0,9,19,0,54,68,1,13,7,0,5,4,0,32,16,0,11,4,0,0,8,0,4,8,0,10,3,0,7,2,0,460,406,1
Lexington-Winston Salem,435603.0212,178,19,0,81,4,1,52,10,1,8,0,0,38,4,0,17,5,0,26,5,0,9,1,0,54,9,0,13,0,0,5,4,0,32,0,0,11,2,0,0,0,0,4,0,0,10,3,0,7,0,0,460,49,2
Lexington-Glendale,3050026.698,178,35,0,81,20,0,52,42,1,8,2,0,38,14,0,17,7,0,26,20,0,9,10,0,54,6,0,13,4,0,5,3,0,32,1,0,11,5,0,0,8,0,4,2,0,10,2,0,7,1,0,460,130,1
Lexington-Hialeah,1413249.999,178,4,0,81,3,0,52,1,0,8,0,0,38,0,0,17,2,0,26,5,0,9,0,0,54,5,0,13,0,0,5,0,0,32,1,0,11,0,0,0,0,0,4,0,0,10,2,0,7,0,0,460,17,0
Lexington-Garland,1237940.668,178,918,3,81,181,0,52,74,0,8,20,0,38,34,0,17,36,0,26,52,0,9,47,0,54,28,0,13,1,0,5,16,0,32,20,0,11,11,0,0,104,0,4,3,0,10,31,0,7,26,0,460,1299,3
Lexington-Scottsdale,2518417.156,178,25,0,81,17,0,52,18,0,8,8,0,38,3,0,17,3,0,26,13,0,9,9,0,54,14,0,13,0,0,5,6,0,32,2,0,11,0,0,0,3,0,4,1,0,10,1,0,7,1,0,460,92,0
Lexington-Irving,1268458.08,178,807,0,81,99,1,52,220,0,8,18,0,38,109,0,17,43,0,26,102,0,9,60,0,54,103,0,13,4,0,5,28,0,32,34,0,11,59,0,0,51,0,4,4,0,10,160,0,7,31,0,460,1552,1
Lexington-Chesapeake,739960.9706,178,31,0,81,22,0,52,13,0,8,44,0,38,29,0,17,3,0,26,3,0,9,4,0,54,20,0,13,6,0,5,2,0,32,5,0,11,2,0,0,3,0,4,3,0,10,5,0,7,0,0,460,142,0
Lexington-North Las Vegas,2712852.234,178,1,0,81,2,0,52,0,0,8,1,0,38,1,0,17,1,0,26,0,0,9,0,0,54,1,0,13,1,0,5,0,0,32,0,0,11,0,0,0,0,0,4,0,0,10,0,0,7,0,0,460,5,0
Lexington-Fremont,3275192.242,178,22,0,81,24,0,52,32,0,8,3,0,38,20,0,17,10,0,26,10,0,9,14,0,54,6,0,13,1,0,5,0,0,32,2,0,11,2,0,0,1,0,4,0,0,10,1,0,7,0,0,460,112,0
Lexington-Baton Rouge,1041116.048,178,53,1,81,7,0,52,11,2,8,7,0,38,4,0,17,14,0,26,24,0,9,3,0,54,24,0,13,32,0,5,3,0,32,2,0,11,5,0,0,3,0,4,2,0,10,2,0,7,1,0,460,160,2
Lexington-Richmond,3296822.076,178,1030,3,81,588,2,52,576,1,8,182,0,38,339,0,17,455,0,26,258,0,9,145,0,54,199,1,13,27,0,5,169,0,32,78,0,11,334,0,0,54,0,4,56,0,10,69,0,7,430,0,460,3857,6
